author,title,source,type,doi
"Wang, Jiangfang; Reuschel, Emma L.; Shackelford, Jason M.; Jeang, Lauren; Shivers, Debra K.; Diehl, J. Alan; Yu, Xiao-Fang; Finkel, Terri H.",HIV-1 Vif promotes the G(1)- to S-phase cell-cycle transition,BLOOD,J,https://doi.org/10.1182/blood-2010-06-289215
"Oballe, J.; Rodriguez, F.; Dominguez, J. C.",[Staphylococcus aureus carries in food handlers],Alimentaria,J,NA
Sena Zinabu; Abriham Kebede; Beshatu Ferede; Jiregna Dugassa,Review on the relationship of climate change and prevalence of animal diseases.,Bulletin of Animal Health and Production in Africa,J,NA
"Genre, Andrea; Lanfranco, Luisa; Perotto, Silvia; Bonfante, Paola",Unique and common traits in mycorrhizal symbioses,"NATURE REVIEWS MICROBIOLOGY",J,https://doi.org/10.1038/s41579-020-0402-3
"Tsuchiya, Masashi; Miyawaki, Seiji; Oguri, Kazumasa; Toyofuku, Takashi; Tame, Akihiro; Uematsu, Katsuyuki; Takeda, Koji; Sakai, Yuya; Miyake, Hiroshi; Maruyama, Tadashi","Acquisition, Maintenance, and Ecological Roles of Kleptoplasts in Planoglabratella opercularis (Foraminifera, Rhizaria)",FRONTIERS IN MARINE SCIENCE,J,https://doi.org/10.3389/fmars.2020.00585
"KAYA, HK; MOON, RD","INFLUENCE OF PROTEIN IN THE DIET OF FACE FLY DIPTERA, MUSCIDAE ON THE DEVELOPMENT OF ITS NEMATODE PARASITE, HETEROTYLENCHUS-AUTUMNALIS",ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,J,https://doi.org/10.1093/aesa/73.5.547
"FRYE, WW",NUTRITION AND INTESTINAL PARASITISM,ANNALS OF THE NEW YORK ACADEMY OF SCIENCES-SERIES,J,https://doi.org/10.1111/j.1749-6632.1955.tb32085.x
"Sobhani, I",Helicobacter pylori and gastric cancer,M S-MEDECINE SCIENCES,J,https://doi.org/10.1051/medsci/2004204431
COCKING E C; AL-MALLAH M K; BENSON E; DAVEY M R,NODULATION OF NON-LEGUMES BY RHIZOBIA,"GRESSHOFF, P. M., ET AL. (ED.). NITROGEN FIXATION: ACHIEVEMENTS AND OBJECTIVES; 8TH INTERNATIONAL CONGRESS ON NITROGEN FIXATION, KNOXVILLE, TENNESSEE, USA, MAY 20-26, 1990. XIX+869P. ROUTLEDGE, CHAPMAN AND HALL: NEW YORK, NEW YORK, USA; LONDON, ENGLAND, UK. ILLUS",B,NA
"Provorov, N. A.; Shtark, O. Yu.; Dolgikh, E. A.",Evolution of nitrogen-fixing symbioses based on the migration of bacteria from mycorrhizal fungi and soil into the plant tissues,ZHURNAL OBSHCHEI BIOLOGII,J,NA
"Limpens, Erik; Moling, Sjef; Hooiveld, Guido; Pereira, Patricia A.; Bisseling, Ton; Becker, Joerg D.; Kuester, Helge",Cell- and Tissue-Specific Transcriptome Analyses of Medicago truncatula Root Nodules,PLOS ONE,J,https://doi.org/10.1371/journal.pone.0064377
"WASLIEN, CI; FARID, Z; DARBY, WJ",MALNUTRITION OF PARASITISM IN EGYPT,SOUTHERN MEDICAL JOURNAL,J,https://doi.org/10.1097/00007611-197301000-00008
"Morgenthau, Ari; Livingstone, Margaret; Adamiak, Paul; Schryvers, Anthony B.",The role of lactoferrin binding protein B in mediating protection against human lactoferricin,BIOCHEMISTRY AND CELL BIOLOGY,J,https://doi.org/10.1139/O11-074
"BELLINGER, RG; RAVLIN, FW; MCMANUS, ML","HOST PLANT-SPECIES AND PARASITISM OF GYPSY-MOTH (LEPIDOPTERA, LYMANTRIIDAE) EGG MASSES BY OOENCYRTUS-KUVANAE (HYMENOPTERA, ENCYRTIDAE)",ENVIRONMENTAL ENTOMOLOGY,J,https://doi.org/10.1093/ee/17.6.936
"Mouritsen, K. N.; Elkjaer, C. K.",Cost of interspecific competition between trematode colonies,JOURNAL OF HELMINTHOLOGY,J,https://doi.org/10.1017/S0022149X20000243
"BRENNAN, MF",UNCOMPLICATED STARVATION VERSUS CANCER CACHEXIA,CANCER RESEARCH,J,NA
"Reis, Frank; Kirsch, Roy; Pauchet, Yannick; Bauer, Eugen; Bilz, Lisa Carolin; Fukumori, Kayoko; Fukatsu, Takema; Koelsch, Gregor; Kaltenpoth, Martin",Bacterial symbionts support larval sap feeding and adult folivory in (semi-)aquatic reed beetles,"NATURE COMMUNICATIONS",J,https://doi.org/10.1038/s41467-020-16687-7
"BEZUBIK, BERNARD","Materials to the helminthofauna of aquatic birds of Poland [In Polish, with Russian and English summ.]",ACTA PARASITOL POLONICA,J,NA
"Haley, Kathryn P.; Skaar, Eric P.",A battle for iron: host sequestration and Staphylococcus aureus acquisition,MICROBES AND INFECTION,J,https://doi.org/10.1016/j.micinf.2011.11.001
"Long, Grainne H.; Chan, Brian H. K.; Allen, Judith E.; Read, Andrew F.; Graham, Andrea L.",Experimental manipulation of immune-mediated disease and its fitness costs for rodent malaria parasites,BMC EVOLUTIONARY BIOLOGY,J,https://doi.org/10.1186/1471-2148-8-128
"SMITH, ME","DISTRIBUTION PATTERNS AND SEASONAL OCCURRENCE OF RHABDOSTYLA SP (PERITRICHA, EPISTYLIDIDAE) ON DERO-NIVEA (OLIGOCHAETA, NAIDIDAE)",AMERICAN MIDLAND NATURALIST,J,https://doi.org/10.2307/2425743
"Furlong, Michael J.; Pell, Judith K.",Interaction between entomopathogenic fungi and arthropod natural enemies.,Insect-fungal associations: ecology and evolution.,B,NA
"Skaar, E. P.; Mazmanian, S. K.; Gaspar, A. H.; Humayun, M.; Gornicki, P.; Joachmiak, A.; Missiakas, D. M.; Schneewind, O.",Heme iron transport across the cell wall of Staphylococcus aureus.,Abstracts of the General Meeting of the American Society for Microbiology,J,NA
"Hackett, KJ; Boore, A; Deming, C; Buckley, E; Camp, M; Shapiro, M",Helicoverpa armigera granulovirus interference with progression of H. zea nucleopolyhedrovirus disease in H. zea larvae,JOURNAL OF INVERTEBRATE PATHOLOGY,J,https://doi.org/10.1006/jipa.1999.4914
"Luiz Cardoso Bailao, Elisa Flavia; Parente, Juliana Alves; Pigosso, Laurine Lacerda; de Castro, Kelly Pacheco; Fonseca, Fernanda Lopes; Silva-Bailao, Mirelle Garcia; Bao, Sonia Nair; Bailao, Alexandre Melo; Rodrigues, Marcio L.; Hernandez, Orville; McEwen, Juan G.; de Almeida Soares, Celia Maria",Hemoglobin Uptake by Paracoccidioides spp. Is Receptor-Mediated,PLOS NEGLECTED TROPICAL DISEASES,J,https://doi.org/10.1371/journal.pntd.0002856
"MACKENZIE, WR; OHANLEY, P",RECENT ADVANCES RELATED TO VIRULENCE AND HOST FACTORS IN URINARY-TRACT INFECTIONS,CURRENT OPINION IN INFECTIOUS DISEASES,J,https://doi.org/10.1097/00001432-199102000-00006
"Clissold, F. J.; Woodman, J. D.; Wilson, K.; Simpson, S. J.",The influence of temperature on nutrient supply and demand: host plant quality is temperature dependent,INTEGRATIVE AND COMPARATIVE BIOLOGY,J,NA
"Hald, B.; Madsen, J. J.; Rahbek, C.; Chriel, M.; Nielsen, E. M.; Bang, D. D.; Lodal, J.; Jespersen, J. B.; Waino, M.; Dietz, H. H.; Jorgensen, J. C.; Baggesen, D. L.; Skov, M. N.; Madsen, M.","Campylobacter spp. carriage by wild birds, rodents, insects and other animals in the immediate environment of cattle, pig and poultry farms in Denmark.",IJMM International Journal of Medical Microbiology,J,NA
"Sedghi, Lea M.; Bacino, Margot; Kapila, Yvonne Lorraine","Periodontal Disease: The Good, The Bad, and The Unknown",FRONTIERS IN CELLULAR AND INFECTION MICROBIOLOGY,J,https://doi.org/10.3389/fcimb.2021.766944
"Amuzu, Hilaria E.; McGraw, Elizabeth A.",Wolbachia-Based Dengue Virus Inhibition Is Not Tissue-Specific in Aedes aegypti,PLOS NEGLECTED TROPICAL DISEASES,J,https://doi.org/10.1371/journal.pntd.0005145
"Shamsi, Shamim; Yasmin, Arju",IN VITRO EVALUATION OF TWO FUNGICIDES AGAINST SOMATIC GROWTH OF FIVE PHYTOPATHOGENIC FUNGI OF MAIZE,Dhaka University Journal of Biological Sciences,J,NA
"Ezigbo, J.C.; Onyeneke, E.C.",Studies on the energy reserve of Fasciola gigantica (Cobb.) from Nigerian zebu cattle. 2. The fatty acid composition.,Beitraege zur Tropischen Landwirtschaft und Veterinaermedizin,J,NA
"Pajuelo, David; Lee, Chung-Te; Roig, Francisco J.; Hor, Lien-I.; Amaro, Carmen",Novel host-specific iron acquisition system in the zoonotic pathogen Vibrio vulnificus,ENVIRONMENTAL MICROBIOLOGY,J,https://doi.org/10.1111/1462-2920.12782
CHANDRA R K; DESAI H N,IMPACT OF NUTRITION ON HOST RESISTANCE,"HARPER, A. E. AND G. K. DAVIS (ED.). PROGRESS IN CLINICAL AND BIOLOGICAL RESEARCH, VOL. 77. NUTRITION IN HEALTH AND DISEASE AND INTERNATIONAL DEVELOPMENT: SYMPOSIA FROM THE 12TH INTERNATIONAL CONGRESS OF NUTRITION; SAN DIEGO, CALIF., USA, AUG. 16-21, 1981. XXVI+1034P. ALAN R. LISS, INC.: NEW YORK, N.Y., USA. ILLUS",S,NA
WALIA R K; BANSAL R K; BHATTI D S,EFFECT OF PIGEONPEA CYST NEMATODE HETERODERA-CAJANI ON NITROGEN FIXATION IN GUAR,Indian Journal of Nematology,J,NA
"Rogers, J.","An unusual case of parasitism of Heliothis, or:- The occurrence of Goniophthalmus australis (Baranov) (F. Tachinidae) in laboratory reared Heliothis armiger.",Entomological Society of Queensland News Bulletin,J,NA
"Pruss, Kali M.; Enam, Fatima; Battaglioli, Eric; DeFeo, Mary; Diaz, Oscar R.; Higginbottom, Steven K.; Fischer, Curt R.; Hryckowian, Andrew J.; Van Treuren, William; Dodd, Dylan; Kashyap, Purna; Sonnenburg, Justin L.",Oxidative ornithine metabolism supports non-inflammatory C. difficile colonization,"NATURE METABOLISM",J,https://doi.org/10.1038/s42255-021-00506-4
"Auld, Stuart K. J. R.; Hall, Spencer R.; Ochs, Jessica Housley; Sebastian, Mathew; Duffy, Meghan A.",Predators and Patterns of Within-Host Growth Can Mediate Both Among-Host Competition and Evolution of Transmission Potential of Parasites,AMERICAN NATURALIST,J,https://doi.org/10.1086/676927
"Kumar, Ashish; Yang, Taihao; Chakravorty, Somnath; Majumdar, Aritri; Nairn, Brittany M; Six, David A; Marcondes Dos Santos, Naara; Price, Sarah L; Lawrenz, Matthew B; Actis, Luis A; Marques, Marilis; Russo, Thomas A; Newton, Salete M; Klebba, Phillip E",Fluorescent Sensors of Siderophores produced by Bacterial Pathogens.,The Journal of biological chemistry,J,https://doi.org/10.1016/j.jbc.2022.101651
"Canada, McGill Institute of Parasitology","Annual Research Report, 1989-1990.","Annual Research Report, 1989-1990.",J,NA
"VON BRAND, T",[Study of parasitic physiology and its medical importance].,Revista medica de Chile,J,NA
"Hernandez-Orts, Jesus Servando; Brandao, Martha; Georgieva, Simona; Antonio Raga, Juan; Alberto Crespo, Enrique; Luque, Jose Luis; Javier Aznar, Francisco",From mammals back to birds: Host-switch of the acanthocephalan Corynosoma australe from pinnipeds to the Magellanic penguin Spheniscus magellanicus,PLOS ONE,J,https://doi.org/10.1371/journal.pone.0183809
"Bergkessel, Megan; Delavaine, Laurent",Diversity in Starvation Survival Strategies and Outcomes among Heterotrophic Proteobacteria,MICROBIAL PHYSIOLOGY,J,https://doi.org/10.1159/000516215
"Held, MR; Bungiro, RD; Harrison, LM; Hamza, I; Cappello, M",Dietary iron content mediates hookworm pathogenesis in vivo,INFECTION AND IMMUNITY,J,https://doi.org/10.1128/IAI.74.1.289-295.2006
"de Almeida, Raul P.",Distribution of parasitism by Trichogramma Pretiosum on the cotton leafworm,Proceedings of the Section Experimental and Applied Entomology of the Netherlands Entomological Society (N.E.V.),J,NA
"Wang, H.; McEntire, J. C.; Zhang, L.; Li, X.; Doyle, M.","The transfer of antibiotic resistance from food to humans: facts, implications and future directions",REVUE SCIENTIFIQUE ET TECHNIQUE-OFFICE INTERNATIONAL DES EPIZOOTIES,J,NA
"Ishida, Shun; Kikui, Hiroto; Tsuchida, Koji","Seasonal prevalence of the rice stem borer moth, Chilo suppressalis (Lepidoptera: Pyralidae) feeding on water-oats (Zizania latifolia) and the influence of its two egg parasites.",Research Bulletin of the Faculty of Agriculture Gifu University,J,NA
"Weinberg, ED",Iron loading: a risk factor for Whipple's disease?,MEDICAL HYPOTHESES,J,https://doi.org/10.1054/mehy.2000.1250
"Faeth, SH; Fagan, WF",Fungal endophytes: Common host plant symbionts but uncommon mutualists,INTEGRATIVE AND COMPARATIVE BIOLOGY,J,https://doi.org/10.1093/icb/42.2.360
"Li, Li; Xu, XinWen; Sun, YongQiang; Han, Wei; Tu, PengFei",Effects of parasitic plant Cistanche deserticola on chlorophyll a fluorescence and nutrient accumulation of host plant Haloxylon ammodendron in the Taklimakan Desert,JOURNAL OF ARID LAND,J,https://doi.org/10.3724/SP.J.1227.2012.00342
"Rao, G. P.; Singh, M.; Singh, H. N.",Nitrate reductase activity in smut infected leaf tissues of sugarcane.,Indian Phytopathology,J,NA
"Weyher, Anna H.; Ross, Caroline; Semple, Stuart",Gastrointestinal parasites in crop raiding and wild foraging Papio anubis in Nigeria,INTERNATIONAL JOURNAL OF PRIMATOLOGY,J,https://doi.org/10.1007/s10764-006-9089-1
"APPLE, JL",DEVELOPMENT OF BLACK SHANK IN TOBACCO AS INFLUENCED BY HOST NUTRITION,PHYTOPATHOLOGY,J,NA
"Parker, G. A.; Ball, M. A.; Chubb, J. C.",To grow or not to grow? Intermediate and paratenic hosts as helminth life cycle strategies,JOURNAL OF THEORETICAL BIOLOGY,J,https://doi.org/10.1016/j.jtbi.2009.01.016
"Thieltges, David W.; Poulin, Robert",Food-web-based comparison of the drivers of helminth parasite species richness in coastal fish and bird definitive hosts,MARINE ECOLOGY PROGRESS SERIES,J,https://doi.org/10.3354/meps11588
"Shetty, Sudarshan Anand; Marathe, Nachiket Prakash; Lanjekar, Vikram; Ranade, Dilip; Shouche, Yogesh S.",Comparative Genome Analysis of Megasphaera sp Reveals Niche Specialization and Its Potential Role in the Human Gut,PLOS ONE,J,https://doi.org/10.1371/journal.pone.0079353
"Silva-Gomes, Sandro; Vale-Costa, Silvia; Appelberg, Rui; Gomes, Maria S.",Iron in intracellular infection: to provide or to deprive?,FRONTIERS IN CELLULAR AND INFECTION MICROBIOLOGY,J,https://doi.org/10.3389/fcimb.2013.00096
"CHEUNG, DSM; BARBER, HN",UREDOSPORE WALL PROTEINS OF WHEAT STEM RUST - LOCALIZATION AND ENZYMATIC ACTIVITIES,ARCHIV FUR MIKROBIOLOGIE,J,https://doi.org/10.1007/BF00408116
"NAGATY, HF",A PRELIMINARY NOTE ON SOME PARASITES OF FOOD-PRODUCING ANIMALS AND THEIR SNAIL INTERMEDIATE HOSTS FROM SIERRA LEONE,VETERINARY RECORD,J,https://doi.org/10.1136/vr.78.12.421
"Kretschmar, W.; Haakh, U.",Die Abhangigkeit des Verlaufs der Nagetiermalaria (Plasmodium berghei) in der Maus von exogenen Faktoren und der Wahl des Mausestammes. II. Beunrehigung und Ernahrung der Mause.,Zeitschrift Versuchstierk Bd,J,NA
"Liang, Shaonan; Guo, Xue-Kun; Ou, Jiayao; Huang, Rongyao; Xue, Qing; Zhang, Bin; Chung, Yeonseok; Wu, Wei; Dong, Chen; Yang, Xuerui; Hu, Xiaoyu",Nutrient Sensing by the Intestinal Epithelium Orchestrates Mucosal Antimicrobial Defense via Translational Control of Hes1,CELL HOST & MICROBE,J,https://doi.org/10.1016/j.chom.2019.03.012
"Addis, C. J.; Chandler, Asa C.",Studies on the vitamin requirement of tapeworms,JOUR PARASITOL,J,https://doi.org/10.2307/3272642
"Wang, Mao-peng; Joshua, Banda; Jin, Ning-yi; Du, Shou-wen; Li, Chang",Ferroptosis in viral infection: the unexplored possibility,ACTA PHARMACOLOGICA SINICA,J,https://doi.org/10.1038/s41401-021-00814-1
"Hoffman, Daniel J.",Early nutrition and adult health: Perspectives for international and community nutrition programs and policies,NUTRITION RESEARCH AND PRACTICE,J,https://doi.org/10.4162/nrp.2010.4.6.449
"Forbes, Kristian M.; Mappes, Tapio; Sironen, Tarja; Stranding, Tomas; Stuart, Peter; Meri, Seppo; Vapalahti, Olli; Henttonen, Heikki; Huitu, Otso",Food limitation constrains host immune responses to nematode infections,BIOLOGY LETTERS,J,https://doi.org/10.1098/rsbl.2016.0471
[Anonymous],"Association of Veterinary Teachers and Research Workers. Current Topics in Veterinary Science, 57th Annual Conference, Scarborough, UK, 14-16 April 2003.",Research in Veterinary Science,J,NA
"Fernandez, J.; Wilson, R. A.",Why No Feeding Frenzy? Mechanisms of Nutrient Acquisition and Utilization During Infection by the Rice Blast Fungus Magnaporthe oryzae,MOLECULAR PLANT-MICROBE INTERACTIONS,J,https://doi.org/10.1094/MPMI-12-11-0326
"Panda, Sudhasini; Faisal, Shah; Kumar, Krishna; Seelan, Diravya M.; Sharma, Alpana; Gupta, Neeraj Kumar; Datta, Sudip; Singh, Archana",Role of Regulatory Proteins Involved in Iron Homeostasis in Pulmonary Tuberculosis Patients and Their Household Contacts,INDIAN JOURNAL OF CLINICAL BIOCHEMISTRY,J,https://doi.org/10.1007/s12291-020-00947-w
"ROSENMUND, A",BLOOD PARASITES - MECHANISMS OF COEXISTENCE,SCHWEIZERISCHE MEDIZINISCHE WOCHENSCHRIFT,J,NA
"Schovancova, Katerina; PomajbiKova, Katerina; Prochazka, Petr; Modry, David; Bolechova, Petra; Petrzelkova, Klara J.","Preliminary Insights into the Impact of Dietary Starch on the Ciliate, Neobalantidium coli, in Captive Chimpanzees",PLOS ONE,J,https://doi.org/10.1371/journal.pone.0081374
"Jia, Guang; Zhang, Cuimiao; Ding, Shiwen; Wang, Liyong; Li, Lanfen; You, Hongpeng","Synthesis and enhanced luminescence of uniform and well-dispersed quasispherical YVO4:Ln(3+) (Ln = Eu, Dy) nanoparticles by a solvothermal method",CRYSTENGCOMM,J,https://doi.org/10.1039/c1ce05725a
"MATSUMOTO, N",ECOLOGICAL ADAPTATIONS OF LOW-TEMPERATURE PLANT-PATHOGENIC FUNGI TO DIVERSE WINTER CLIMATES,CANADIAN JOURNAL OF PLANT PATHOLOGY-REVUE CANADIENNE DE PHYTOPATHOLOGIE,J,https://doi.org/10.1080/07060669409500761
"WADSWORTH, G. R.",Nutrition in tropical medicine,Radioisotopes in Tropical Medicine. Proceedings of a Symposium,B,NA
"Lisnerova, Martina; Lisner, Ales; Cantatore, Delfina M P; Schaeffner, Bjoern C; Peckova, Hana; Tyml, Tomas; Fiala, Ivan; Bartosova-Sojkova, Pavla; Holzer, Astrid S",Correlated evolution of fish host length and parasite spore size: a tale from myxosporeans inhabiting elasmobranchs.,International journal for parasitology,J,https://doi.org/10.1016/j.ijpara.2021.05.008
"LLOYD, WE","SOME INTERACTIONS OF NUTRITION AND DISEASE, INCLUDING INTERNAL PARASITISMS IN SWINE",JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,J,NA
"Cory, Jenny S.",Evolution of host resistance to insect pathogens,CURRENT OPINION IN INSECT SCIENCE,J,https://doi.org/10.1016/j.cois.2017.04.008
"Hiller, Corinna; Nissen, Amrei; Benitez, Diego; Comini, Marcelo A.; Krauth-Siegel, R. Luise",Cytosolic Peroxidases Protect the Lysosome of Bloodstream African Trypanosomes from Iron-Mediated Membrane Damage,PLOS PATHOGENS,J,https://doi.org/10.1371/journal.ppat.1004075
"Mitrajit Deb; Sudip Choudhury; Indu Sharma; Bhattacharjee, P. C.; Formicki, G.; Bulla, J.; Shubhadeep Roychoudhury",Nutritional stress in western hoolock gibbon due to adverse changes in diet pattern.,"Journal of Microbiology, Biotechnology and Food Sciences",J,NA
"Koh, Cassandra; Audsley, Michelle D.; Di Giallonardo, Francesca; Kerton, Emily J.; Young, Paul R.; Holmes, Edward C.; McGraw, Elizabeth A.",Sustained Wolbachia-mediated blocking of dengue virus isolates following serial passage in Aedes aegypti cell culture,VIRUS EVOLUTION,J,https://doi.org/10.1093/ve/vez012
"Coppens, Isabelle",Exploitation of auxotrophies and metabolic defects in Toxoplasma as therapeutic approaches,INTERNATIONAL JOURNAL FOR PARASITOLOGY,J,https://doi.org/10.1016/j.ijpara.2013.09.003
"SATO, T",A BROOD PARASITIC CATFISH OF MOUTHBROODING CICHLID FISHES IN LAKE TANGANYIKA,"NATURE",J,https://doi.org/10.1038/323058a0
"Li, Xia; Zhou, Yong; Mace, Wade; Qin, Junhua; Liu, Hui; Chen, Wei; Ren, Anzhi; Gao, Yubao",Endophyte species influence the biomass production of the native grass Achnatherum sibiricum (L.) Keng under high nitrogen availability,ECOLOGY AND EVOLUTION,J,https://doi.org/10.1002/ece3.2566
"Makhija, Mani",Histological identification of muscular sarcocystis: A report of two cases,INDIAN JOURNAL OF PATHOLOGY AND MICROBIOLOGY,J,https://doi.org/10.4103/0377-4929.107813
"Werling, Kristine; Shaw, W. Robert; Itoe, Maurice A.; Westervelt, Kathleen A.; Marcenac, Perrine; Paton, Douglas G.; Peng, Duo; Singh, Naresh; Smidler, Andrea L.; South, Adam; Deik, Amy A.; Mancio-Silva, Liliana; Demas, Allison R.; March, Sandra; Calvo, Eric; Bhatia, Sangeeta N.; Clish, Clary B.; Catteruccia, Flaminia",Steroid Hormone Function Controls Non-competitive Plasmodium Development in Anopheles,CELL,J,https://doi.org/10.1016/j.cell.2019.02.036
"Tripathi, Leena",Genetic engineering for improvement of Musa production in Africa.,African Journal of Biotechnology,J,NA
"Conroy, Brigid S.; Grigg, Jason C.; Kolesnikov, Maxim; Morales, L. Daniela; Murphy, Michael E. P.",Staphylococcus aureus heme and siderophore-iron acquisition pathways,BIOMETALS,J,https://doi.org/10.1007/s10534-019-00188-2
"Weinberg, Eugene D.; Moon, Jym",Malaria and iron: history and review,DRUG METABOLISM REVIEWS,J,https://doi.org/10.1080/03602530903178905
"Ma, Yinbo; Choi, Su Ryun; Wang, Yu; Chhapekar, Sushil Satish; Zhang, Xue; Wang, Yingjun; Zhang, Xueying; Zhu, Meiyu; Liu, Di; Zuo, Zhennan; Yan, Xinyu; Gan, Caixia; Zhao, Di; Liang, Yue; Pang, Wenxing; Lim, Yong Pyo",Starch content changes and metabolism-related gene regulation of Chinese cabbage synergistically induced by Plasmodiophora brassicae infection.,Horticulture research,J,https://doi.org/10.1093/hr/uhab071
